scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
20,demo_w2_020,en_pv,72.0,W,18000.0,2647.9291921353265,16403.405514916245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,64257.093749844214,-1175841.9780542974,0.0,101308.4284568958,-101308.4284568958,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,64257.093749844214,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,101308.4284568958,0.0,408522.8142766657
21,demo_w2_021,en_pv,72.0,W,18000.0,2647.9291921353265,14659.89889100376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1099803.1954738316,0.0,94757.06381030478,-94757.06381030478,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,94757.06381030478,0.0,408522.8142766657
22,demo_w2_022,en_pv,72.0,W,18000.0,2647.9291921353265,21989.848336505645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1184878.6663533747,0.0,102087.01325580665,-102087.01325580665,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,102087.01325580665,0.0,408522.8142766657
23,demo_w2_023,en_pv,72.0,W,18000.0,2647.9291921353265,29319.79778200752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1269954.1372329185,0.0,109416.96270130854,-109416.96270130854,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,109416.96270130854,0.0,408522.8142766657
24,demo_w2_024,en_pv,72.0,W,18000.0,4195.4202784481795,8201.702757458123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,64257.093749844214,-1098609.4956935577,0.0,94654.21678575053,-94654.21678575053,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,64257.093749844214,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,94654.21678575053,0.0,408522.8142766657
25,demo_w2_025,en_pv,72.0,W,18000.0,4195.4202784481795,18492.518481438598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,64257.093749844214,-1218050.4277165625,0.0,104945.032509731,-104945.032509731,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,64257.093749844214,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,104945.032509731,0.0,408522.8142766657
26,demo_w2_026,en_pv,72.0,W,18000.0,4195.4202784481795,16403.405514916245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,64257.093749844214,-1193803.0204637724,0.0,102855.91954320863,-102855.91954320863,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,64257.093749844214,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,102855.91954320863,0.0,408522.8142766657
27,demo_w2_027,en_pv,72.0,W,18000.0,4195.4202784481795,14659.89889100376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1117764.2378833068,0.0,96304.55489661763,-96304.55489661763,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,96304.55489661763,0.0,408522.8142766657
28,demo_w2_028,en_pv,72.0,W,18000.0,4195.4202784481795,21989.848336505645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1202839.7087628504,0.0,103634.5043421195,-103634.5043421195,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,103634.5043421195,0.0,408522.8142766657
29,demo_w2_029,en_pv,72.0,W,18000.0,4195.4202784481795,29319.79778200752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1287915.1796423933,0.0,110964.45378762139,-110964.45378762139,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,110964.45378762139,0.0,408522.8142766657
30,demo_w2_030,en_pv,72.0,W,18000.0,6774.572088969601,8201.702757458123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,64257.093749844214,-1128544.5663760148,0.0,97233.36859627195,-97233.36859627195,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,64257.093749844214,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,97233.36859627195,0.0,408522.8142766657
31,demo_w2_031,en_pv,72.0,W,18000.0,6774.572088969601,18492.518481438598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,64257.093749844214,-1247985.4983990192,0.0,107524.18432025243,-107524.18432025243,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,64257.093749844214,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,107524.18432025243,0.0,408522.8142766657
32,demo_w2_032,en_pv,72.0,W,18000.0,6774.572088969601,16403.405514916245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,64257.093749844214,-1223738.0911462293,0.0,105435.07135373008,-105435.07135373008,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,64257.093749844214,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,105435.07135373008,0.0,408522.8142766657
33,demo_w2_033,en_pv,72.0,W,18000.0,6774.572088969601,14659.89889100376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1147699.3085657633,0.0,98883.70670713905,-98883.70670713905,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,98883.70670713905,0.0,408522.8142766657
34,demo_w2_034,en_pv,72.0,W,18000.0,6774.572088969601,21989.848336505645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1232774.7794453073,0.0,106213.65615264094,-106213.65615264094,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,106213.65615264094,0.0,408522.8142766657
35,demo_w2_035,en_pv,72.0,W,18000.0,6774.572088969601,29319.79778200752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,19513.328814461664,59449.23572716569,-1317850.2503248504,0.0,113543.60559814282,-113543.60559814282,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,59449.23572716569,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,113543.60559814282,0.0,408522.8142766657
