,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
load_future.csv,0.0,0.0,0.0,0.0,100.0,581.6311874696293,0.0,2222.9582881750007,0.0,0.0,0.0,-16583.976581507555,0.0,0.0,0.0,9423.73964555072,4065.4838489049303,194.13531923922704,4979.49274829628,581.6311874696293,14.719864404356745,14.719864404356926,28.576455752979314,28.576455752979314,0.0,2222.9582881750007,0.0,5692.078
