scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
23,demo_wenapt_023,en_pv,72.0,W,18000.0,2647.9291921353265,21989.848336505645,1234.7777411883699,0.0,1234.7777411883699,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,20047.491340624998,0.0,20047.491340624998,0.0,17562.010530678584,56327.166438382614,-1148642.1933958745,108951.4887061873,98964.94396702359,9986.544739163723,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,98964.94396702357,0.0,408522.8142766657
24,demo_wenapt_024,en_pv,72.0,W,18000.0,2647.9291921353265,21989.848336505645,1202.0796181973294,0.0,1202.0796181973294,0.0,0.0,0.0,0.0,21.55713016986636,17572.418951456973,0.0,17572.418951456973,0.0,17562.010530678584,56327.166438382614,-1148642.1933958747,104122.15146166472,98964.94396702359,5157.207494641133,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,98964.94396702359,0.0,408522.8142766657
25,demo_wenapt_025,en_pv,72.0,W,18000.0,2647.9291921353265,21989.848336505645,1170.8679990786018,0.0,1170.8679990786018,0.0,0.0,0.0,-1.862645149230957e-11,21.55713016986636,16945.65755701962,0.0,16945.65755701962,0.0,17562.010530678584,56327.166438382614,-1148642.193395875,101248.153490679,98964.94396702359,2283.2095236554183,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,98964.9439670236,0.0,408522.8142766657
26,demo_wenapt_026,en_pv,72.0,W,18000.0,4195.4202784481795,16403.405514916245,1234.7777411883699,0.0,1234.7777411883699,0.0,0.0,0.0,0.0,21.55713016986636,20047.491340624998,0.0,20047.491340624998,0.0,17562.010530678584,61135.02446106113,-1157566.5475062714,108951.4887061873,99733.85025442556,9217.638451761752,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,61135.02446106113,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,99733.85025442556,0.0,408522.8142766657
27,demo_wenapt_027,en_pv,72.0,W,18000.0,4195.4202784481795,16403.405514916245,1202.0796181973294,0.0,1202.0796181973294,0.0,0.0,0.0,-1.862645149230957e-11,21.55713016986636,17572.418951456973,0.0,17572.418951456973,0.0,17562.010530678584,61135.02446106113,-1157566.5475062719,104122.15146166472,99733.85025442556,4388.301207239162,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,61135.02446106113,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,99733.85025442558,0.0,408522.8142766657
28,demo_wenapt_028,en_pv,72.0,W,18000.0,4195.4202784481795,16403.405514916245,1170.8679990786018,0.0,1170.8679990786018,0.0,0.0,0.0,0.0,21.55713016986636,16945.65755701962,0.0,16945.65755701962,0.0,17562.010530678584,61135.02446106113,-1157566.5475062714,101248.153490679,99733.85025442556,1514.3032362534477,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,61135.02446106113,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,99733.85025442556,0.0,408522.8142766657
29,demo_wenapt_029,en_pv,72.0,W,18000.0,4195.4202784481795,21989.848336505645,1234.7777411883699,0.0,1234.7777411883699,0.0,0.0,0.0,0.0,21.55713016986636,20047.491340624998,0.0,20047.491340624998,0.0,17562.010530678584,56327.166438382614,-1166603.235805349,108951.4887061873,100512.43505333643,8439.053652850875,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,100512.43505333643,0.0,408522.8142766657
30,demo_wenapt_030,en_pv,72.0,W,18000.0,4195.4202784481795,21989.848336505645,1202.0796181973294,0.0,1202.0796181973294,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,17572.418951456973,0.0,17572.418951456973,0.0,17562.010530678584,56327.166438382614,-1166603.2358053485,104122.15146166472,100512.43505333643,3609.7164083282837,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,100512.43505333642,0.0,408522.8142766657
31,demo_wenapt_031,en_pv,72.0,W,18000.0,4195.4202784481795,21989.848336505645,1170.8679990786018,0.0,1170.8679990786018,0.0,0.0,0.0,0.0,21.55713016986636,16945.65755701962,0.0,16945.65755701962,0.0,17562.010530678584,56327.166438382614,-1166603.235805349,101248.153490679,100512.43505333643,735.7184373425692,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,100512.43505333643,0.0,408522.8142766657
32,demo_wenapt_032,en_pv,72.0,W,18000.0,6774.572088969601,16403.405514916245,1234.7777411883699,0.0,1234.7777411883699,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,20047.491340624998,0.0,20047.491340624998,0.0,17562.010530678584,61135.02446106113,-1187501.6181887288,108951.4887061873,102313.00206494698,6638.486641240324,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,61135.02446106113,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,102313.00206494697,0.0,408522.8142766657
33,demo_wenapt_033,en_pv,72.0,W,18000.0,6774.572088969601,16403.405514916245,1202.0796181973294,0.0,1202.0796181973294,0.0,0.0,0.0,0.0,21.55713016986636,17572.418951456973,0.0,17572.418951456973,0.0,17562.010530678584,61135.02446106113,-1187501.618188729,104122.15146166472,102313.00206494698,1809.1493967177346,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,61135.02446106113,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,102313.00206494698,0.0,408522.8142766657
34,demo_wenapt_034,en_pv,72.0,W,18000.0,6774.572088969601,16403.405514916245,1170.8679990786018,0.0,1170.8679990786018,0.0,0.0,0.0,-1.862645149230957e-11,21.55713016986636,16945.65755701962,0.0,16945.65755701962,0.0,17562.010530678584,61135.02446106113,-1187501.6181887293,101248.153490679,102313.00206494698,-1064.8485742679798,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,61135.02446106113,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,102313.002064947,0.0,408522.8142766657
35,demo_wenapt_035,en_pv,72.0,W,18000.0,6774.572088969601,21989.848336505645,1234.7777411883699,0.0,1234.7777411883699,0.0,0.0,0.0,-1.862645149230957e-11,21.55713016986636,20047.491340624998,0.0,20047.491340624998,0.0,17562.010530678584,56327.166438382614,-1196538.3064878057,108951.4887061873,103091.58686385787,5859.9018423294465,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,103091.58686385788,0.0,408522.8142766657
36,demo_wenapt_036,en_pv,72.0,W,18000.0,6774.572088969601,21989.848336505645,1202.0796181973294,0.0,1202.0796181973294,0.0,0.0,0.0,0.0,21.55713016986636,17572.418951456973,0.0,17572.418951456973,0.0,17562.010530678584,56327.166438382614,-1196538.3064878054,104122.15146166472,103091.58686385787,1030.564597806856,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,103091.58686385787,0.0,408522.8142766657
37,demo_wenapt_037,en_pv,72.0,W,18000.0,6774.572088969601,21989.848336505645,1170.8679990786018,0.0,1170.8679990786018,0.0,0.0,0.0,1.862645149230957e-11,21.55713016986636,16945.65755701962,0.0,16945.65755701962,0.0,17562.010530678584,56327.166438382614,-1196538.3064878052,101248.153490679,103091.58686385787,-1843.4333731788583,63678.52337365445,274070.7773627635,48.49926451191443,33860.225485776544,56327.166438382614,67.86032236458934,67.86032236458901,32.91175724224001,32.91175724223976,0.0,103091.58686385784,0.0,408522.8142766657
