timestamp,network_load,pv_generation,grid_import,grid_export,sum_of_customer_imports,sum_of_customer_exports,battery_SOC,battery_charge_kWh
2017-12-06 10:00:00,925.8,2307.693,0.0,1381.8930000000003,925.8,0.0,90.00000000000001,93.60000000000002
2017-12-06 10:30:00,991.3439999999999,2307.693,0.0,1316.3490000000002,991.3439999999999,0.0,90.00000000000001,93.60000000000002
2017-12-06 11:00:00,1017.479,2307.693,0.0,1290.2140000000002,1017.479,0.0,90.00000000000001,93.60000000000002
2017-12-06 11:30:00,1028.812,2307.693,0.0,1278.8810000000003,1028.812,0.0,90.00000000000001,93.60000000000002
2017-12-06 12:00:00,1067.69,2307.693,0.0,1240.0030000000002,1067.69,0.0,90.00000000000001,93.60000000000002
2017-12-06 12:30:00,1060.082,2307.693,0.0,1247.611,1060.082,0.0,90.00000000000001,93.60000000000002
2017-12-06 13:00:00,1025.1509999999998,2296.9410000000003,0.0,1271.7900000000004,1025.1509999999998,0.0,90.00000000000001,93.60000000000002
2017-12-06 13:30:00,1021.108,2296.9410000000003,0.0,1275.8330000000003,1021.108,0.0,90.00000000000001,93.60000000000002
2017-12-06 14:00:00,1030.92,1966.7430000000002,0.0,935.8230000000001,1030.92,0.0,90.00000000000001,93.60000000000002
2017-12-06 14:30:00,1011.297,1966.7430000000002,0.0,955.4460000000001,1011.297,0.0,90.00000000000001,93.60000000000002
2017-12-06 15:00:00,1026.721,1501.848,0.0,475.12699999999995,1026.721,0.0,90.00000000000001,93.60000000000002
2017-12-06 15:30:00,1002.3020000000001,1501.848,0.0,499.5459999999998,1002.3020000000001,0.0,90.00000000000001,93.60000000000002
2017-12-06 16:00:00,962.425,938.052,4.675999999999934,0.0,962.425,0.0,71.06057692307692,73.903
2017-12-06 16:30:00,735.262,938.052,0.0,183.09300000000007,735.262,0.0,87.91666346153846,91.43333000000001
2017-12-06 17:00:00,548.0150000000001,384.492,143.82600000000008,0.0,548.0150000000001,0.0,68.97724038461538,71.73633
2017-12-06 17:30:00,508.602,384.492,104.41299999999995,0.0,508.602,0.0,50.037817307692315,52.03933000000001
2017-12-06 18:00:00,517.755,43.0095,455.0485,0.0,517.755,0.0,31.098394230769234,32.342330000000004
2017-12-06 18:30:00,475.593,43.0095,412.8865,0.0,475.593,0.0,12.158971153846158,12.645330000000003
2017-12-06 19:00:00,453.05099999999993,0.0,453.05099999999993,0.0,453.05099999999993,0.0,12.158971153846158,12.645330000000003
2017-12-06 19:30:00,445.70399999999995,0.0,445.70399999999995,0.0,445.70399999999995,0.0,12.158971153846158,12.645330000000003
2017-12-06 20:00:00,408.682,0.0,408.682,0.0,408.682,0.0,12.158971153846158,12.645330000000003
2017-12-06 20:30:00,382.62,0.0,382.62,0.0,382.62,0.0,12.158971153846158,12.645330000000003
2017-12-06 21:00:00,372.29600000000005,0.0,372.29600000000005,0.0,372.29600000000005,0.0,12.158971153846158,12.645330000000003
2017-12-06 21:30:00,353.543,0.0,353.543,0.0,353.543,0.0,12.158971153846158,12.645330000000003
2017-12-06 22:00:00,338.396,0.0,338.396,0.0,338.396,0.0,12.158971153846158,12.645330000000003
