,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_A01,cust_bill_A02,cust_bill_A03,cust_bill_A04,cust_bill_A05,cust_bill_A06,cust_bill_cp,cust_solar_bill_A01,cust_solar_bill_A02,cust_solar_bill_A03,cust_solar_bill_A04,cust_solar_bill_A05,cust_solar_bill_A06,cust_solar_bill_cp,cust_total$_A01,cust_total$_A02,cust_total$_A03,cust_total$_A04,cust_total$_A05,cust_total$_A06,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
load_A.csv,95.92315620536232,104.0,297.6095970085502,0.0,0.0,431655.5989541949,798716.5328976901,21606.429232905,788168.0291972576,21606.429232905,788168.0291972576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431655.5989541949,798716.5328976901,21606.429232905,788168.0291972576,21606.429232905,788168.0291972576,0.0,8941.059609807598,357991.1435301863,985988.4270311068,-12156384.866908055,2849921.0487122103,1047372.2401215166,1802548.8085906934,2140738.7384764045,4660968.918308,75.75035266552848,490279.1640218155,985988.4270311068,72.72811716052819,72.77120641843499,55.09180523609884,55.09180523609864,0.0,1047372.2401215166,3439.69484359557,10378882.835999979
