timestamp,A01,A02,A03,A04,A05,A06,cp
2/9/17 9:00,117.198,345.72,1.313,196.14,1.313,196.14,0
2/9/17 9:30,79.119,338.94,1.335,204.299,1.335,204.299,0
2/9/17 10:00,129.92,336.12,2.068,214.62,2.068,214.62,0
2/9/17 10:30,90.48,327.84,2.017,231.54,2.017,231.54,0
2/9/17 11:00,105.76,337.98,1.545,232.2,1.545,232.2,0
2/9/17 11:30,114.959,336.36,1.218,229.5,1.218,229.5,0
2/9/17 12:00,106.317,332.639,1.198,227.82,1.198,227.82,0
2/9/17 12:30,111.84,325.8,1.206,230.279,1.206,230.279,0
2/9/17 13:00,109.117,315.72,1.194,233.159,1.194,233.159,0
2/9/17 13:30,106.08,305.22,1.19,229.378,1.19,229.378,0
2/9/17 14:00,109.758,304.68,1.182,229.86,1.182,229.86,0
2/9/17 14:30,116.639,317.34,1.109,234.06,1.109,234.06,0
2/9/17 15:00,113.519,309.36,1.118,231.24,1.118,231.24,0
2/9/17 15:30,113.678,295.8,0.957,230.82,0.957,230.82,0
2/9/17 16:00,110.64,290.88,0.89,230.52,0.89,230.52,0
2/9/17 16:30,110.399,276.12,1.002,230.34,1.002,230.34,0
2/9/17 17:00,95.119,229.68,1.327,189.6,1.327,189.6,0
2/9/17 17:30,59.199,167.998,1.299,148.32,1.299,148.32,0
2/9/17 18:00,53.039,121.68,1.342,138.06,1.342,138.06,0
2/9/17 18:30,53.918,82.258,1.489,130.92,1.489,130.92,0
2/9/17 19:00,50.639,60.78,0.889,136.56,0.889,136.56,0
2/9/17 19:30,50.559,62.159,0.895,135.48,0.895,135.48,0
2/9/17 20:00,54.399,61.14,0.893,136.14,0.893,136.14,0
2/9/17 20:30,54.479,57.66,0.887,131.88,0.887,131.88,0
2/9/17 21:00,49.437,56.879,0.887,130.919,0.887,130.919,0
2/9/17 21:30,45.2,55.62,0.891,123.96,0.891,123.96,0
2/9/17 22:00,45.84,55.44,0.898,126.479,0.898,126.479,0
2/9/17 22:30,52.96,55.38,0.902,120.419,0.902,120.419,0
2/9/17 23:00,41.199,55.02,0.881,111.42,0.881,111.42,0
2/9/17 23:30,44.32,55.32,1.014,104.52,1.014,104.52,0
3/9/17 0:00,44.879,57.96,1.481,96.42,1.481,96.42,0
3/9/17 0:30,41.2,76.32,0.895,84.36,0.895,84.36,0
3/9/17 1:00,40.958,66.299,0.899,84.24,0.899,84.24,0
3/9/17 1:30,43.359,60.6,0.892,78.3,0.892,78.3,0
3/9/17 2:00,41.76,60.78,1.952,75.24,1.952,75.24,0
3/9/17 2:30,20.48,63.96,0.896,74.94,0.896,74.94,0
3/9/17 3:00,8.559,65.94,0.897,70.44,0.897,70.44,0
3/9/17 3:30,9.12,65.04,0.894,73.08,0.894,73.08,0
3/9/17 4:00,8.879,81.6,0.894,74.22,0.894,74.22,0
3/9/17 4:30,9.76,73.619,0.894,79.26,0.894,79.26,0
3/9/17 5:00,8.72,84.54,0.894,79.8,0.894,79.8,0
3/9/17 5:30,9.84,85.62,0.893,80.22,0.893,80.22,0
3/9/17 6:00,10.32,85.44,0.89,79.558,0.89,79.558,0
3/9/17 6:30,25.119,83.52,0.9,77.34,0.9,77.34,0
3/9/17 7:00,34.48,111.24,0.885,79.8,0.885,79.8,0
3/9/17 7:30,39.76,118.14,0.887,82.979,0.887,82.979,0
3/9/17 8:00,90.72,165.659,0.891,83.04,0.891,83.04,0
3/9/17 8:30,102,192.96,0.885,86.458,0.885,86.458,0
3/9/17 9:00,66,266.1,0.9,113.04,0.9,113.04,0
3/9/17 9:30,124,293.4,1.796,144.9,1.796,144.9,0
3/9/17 10:00,68.718,312.06,0.876,189.298,0.876,189.298,0
3/9/17 10:30,62.318,318.66,1.606,204.84,1.606,204.84,0
3/9/17 11:00,61.998,322.02,0.892,234.12,0.892,234.12,0
3/9/17 11:30,62.16,314.279,0.889,235.86,0.889,235.86,0
3/9/17 12:00,75.838,314.34,0.896,234.479,0.896,234.479,0
3/9/17 12:30,139.199,303.48,0.891,233.94,0.891,233.94,0
3/9/17 13:00,77.198,310.62,0.893,240.6,0.893,240.6,0
3/9/17 13:30,63.199,302.58,0.892,243.66,0.892,243.66,0
3/9/17 14:00,82.24,297.6,0.883,241.26,0.883,241.26,0
3/9/17 14:30,153.84,301.56,0.889,242.1,0.889,242.1,0
3/9/17 15:00,104.079,303.359,0.885,238.08,0.885,238.08,0
3/9/17 15:30,113.36,289.32,0.887,238.74,0.887,238.74,0
3/9/17 16:00,106.159,273.72,0.882,228.36,0.882,228.36,0
3/9/17 16:30,104.559,258.3,1.164,219.899,1.164,219.899,0
3/9/17 17:00,93.2,183.54,1.521,174.359,1.521,174.359,0
3/9/17 17:30,73.517,101.339,0.884,138.96,0.884,138.96,0
3/9/17 18:00,54.64,75.18,0.883,136.8,0.883,136.8,0
3/9/17 18:30,49.279,67.14,0.885,145.02,0.885,145.02,0
3/9/17 19:00,48.878,62.1,0.89,143.939,0.89,143.939,0
3/9/17 19:30,53.199,61.14,0.89,142.56,0.89,142.56,0
3/9/17 20:00,53.12,59.76,1.628,139.74,1.628,139.74,0
3/9/17 20:30,53.919,59.519,0.892,136.74,0.892,136.74,0
3/9/17 21:00,29.759,55.02,0.889,135.42,0.889,135.42,0
3/9/17 21:30,21.76,53.219,0.891,130.259,0.891,130.259,0
3/9/17 22:00,22.078,55.02,0.903,127.44,0.903,127.44,0
3/9/17 22:30,25.12,56.04,0.905,126.48,0.905,126.48,0
3/9/17 23:00,23.999,54.599,0.889,124.02,0.889,124.02,0
3/9/17 23:30,17.28,55.56,0.899,108.839,0.899,108.839,0
4/9/17 0:00,24.96,58.138,1.825,97.619,1.825,97.619,0
4/9/17 0:30,21.44,75.24,0.9,92.879,0.9,92.879,0
4/9/17 1:00,12.64,65.64,0.898,91.14,0.898,91.14,0
4/9/17 1:30,4.72,58.739,0.903,91.14,0.903,91.14,0
4/9/17 2:00,4.479,59.22,0.896,86.46,0.896,86.46,0
4/9/17 2:30,4.88,60.36,0.876,87.96,0.876,87.96,0
4/9/17 3:00,3.839,63.059,1.021,82.56,1.021,82.56,0
4/9/17 3:30,4.16,64.02,0.898,82.74,0.898,82.74,0
4/9/17 4:00,4.48,76.74,0.897,84.24,0.897,84.24,0
4/9/17 4:30,4.64,74.82,0.892,82.44,0.892,82.44,0
4/9/17 5:00,4.56,86.099,1.032,81.6,1.032,81.6,0
4/9/17 5:30,4.64,84.36,1.506,85.32,1.506,85.32,0
4/9/17 6:00,4.48,107.22,5.334,90.18,5.334,90.18,0
4/9/17 6:30,36.959,102.539,5.511,92.04,5.511,92.04,0
4/9/17 7:00,45.999,109.199,5.917,94.56,5.917,94.56,0
4/9/17 7:30,44.399,142.2,6.051,99.959,6.051,99.959,0
4/9/17 8:00,60.32,226.68,5.54,128.28,5.54,128.28,0
4/9/17 8:30,64.96,265.619,5.831,172.56,5.831,172.56,0
4/9/17 9:00,76.88,329.28,5.919,208.44,5.919,208.44,0
4/9/17 9:30,76.72,331.14,6.024,210.84,6.024,210.84,0
4/9/17 10:00,62.239,308.34,7.079,219.599,7.079,219.599,0
4/9/17 10:30,76.479,322.98,6.131,228.36,6.131,228.36,0
4/9/17 11:00,66.56,319.56,6.682,232.86,6.682,232.86,0
4/9/17 11:30,74.08,314.1,6.91,236.758,6.91,236.758,0
4/9/17 12:00,73.2,315.36,6.03,237.599,6.03,237.599,0
4/9/17 12:30,63.12,313.74,5.996,237.659,5.996,237.659,0
4/9/17 13:00,62.399,308.46,5.929,239.819,5.929,239.819,0
4/9/17 13:30,62.96,301.56,6.788,242.518,6.788,242.518,0
4/9/17 14:00,62.558,307.08,6.625,245.758,6.625,245.758,0
4/9/17 14:30,62.558,302.58,5.766,242.64,5.766,242.64,0
4/9/17 15:00,62.079,305.34,5.774,235.62,5.774,235.62,0
4/9/17 15:30,62.48,284.82,6.714,239.28,6.714,239.28,0
4/9/17 16:00,64.4,277.98,5.784,237.54,5.784,237.54,0
4/9/17 16:30,75.04,273.36,5.875,235.62,5.875,235.62,0
4/9/17 17:00,61.759,255.12,6.576,223.62,6.576,223.62,0
4/9/17 17:30,64.237,197.28,1.555,172.499,1.555,172.499,0
4/9/17 18:00,51.52,127.44,1.034,130.08,1.034,130.08,0
4/9/17 18:30,36.239,97.079,0.869,129.6,0.869,129.6,0
4/9/17 19:00,35.04,69.78,0.946,124.62,0.946,124.62,0
4/9/17 19:30,35.2,59.82,1.707,134.88,1.707,134.88,0
4/9/17 20:00,35.12,60.899,0.94,130.739,0.94,130.739,0
4/9/17 20:30,35.2,56.34,0.931,126.059,0.931,126.059,0
4/9/17 21:00,36.24,54.239,0.937,126.6,0.937,126.6,0
4/9/17 21:30,26.88,56.58,0.932,118.74,0.932,118.74,0
4/9/17 22:00,25.838,54.84,0.924,112.86,0.924,112.86,0
4/9/17 22:30,26.158,55.14,0.936,108.96,0.936,108.96,0
4/9/17 23:00,25.918,52.2,0.931,99.299,0.931,99.299,0
4/9/17 23:30,25.358,52.559,0.934,92.94,0.934,92.94,0
5/9/17 0:00,25.438,51.479,1.256,86.16,1.256,86.16,0
5/9/17 0:30,25.357,50.279,1.266,88.32,1.266,88.32,0
5/9/17 1:00,12.96,67.5,0.933,92.879,0.933,92.879,0
5/9/17 1:30,4.08,69.12,0.929,87.96,0.929,87.96,0
5/9/17 2:00,3.44,59.46,0.989,90.84,0.989,90.84,0
5/9/17 2:30,4.16,57.18,1.708,84.72,1.708,84.72,0
5/9/17 3:00,4.078,63.839,0.849,85.62,0.849,85.62,0
5/9/17 3:30,4.16,62.579,0.845,84.42,0.845,84.42,0
5/9/17 4:00,4.24,76.74,0.845,85.139,0.845,85.139,0
5/9/17 4:30,4.16,75.18,0.843,85.499,0.843,85.499,0
5/9/17 5:00,4.48,72.96,0.848,83.16,0.848,83.16,0
5/9/17 5:30,4.32,81.66,0.836,81.179,0.836,81.179,0
5/9/17 6:00,4.32,102.84,5.366,87.78,5.366,87.78,0
5/9/17 6:30,36.72,100.98,5.466,86.16,5.466,86.16,0
5/9/17 7:00,46.48,109.559,5.513,94.56,5.513,94.56,0
5/9/17 7:30,55.2,143.939,5.66,100.56,5.66,100.56,0
5/9/17 8:00,64.16,219.779,6.098,126.54,6.098,126.54,0
5/9/17 8:30,64.56,264.96,5.724,173.76,5.724,173.76,0
5/9/17 9:00,78,314.038,6.289,214.739,6.289,214.739,0
5/9/17 9:30,77.84,336.9,6.074,222.54,6.074,222.54,0
5/9/17 10:00,78,318.72,7.571,223.919,7.571,223.919,0
5/9/17 10:30,77.2,316.86,5.86,238.32,5.86,238.32,0
5/9/17 11:00,77.6,315.72,6.272,242.16,6.272,242.16,0
5/9/17 11:30,77.68,314.4,6.286,245.76,6.286,245.76,0
5/9/17 12:00,77.52,323.28,6.06,240,6.06,240,0
5/9/17 12:30,67.599,315.54,7.635,240.9,7.635,240.9,0
5/9/17 13:00,72.319,302.34,6.203,240.6,6.203,240.6,0
5/9/17 13:30,74.08,305.94,6.98,243.9,6.98,243.9,0
5/9/17 14:00,61.679,305.879,5.83,236.819,5.83,236.819,0
5/9/17 14:30,84,304.98,5.904,236.88,5.904,236.88,0
5/9/17 15:00,62.08,294.299,5.813,234.24,5.813,234.24,0
5/9/17 15:30,68.719,292.02,6.673,233.64,6.673,233.64,0
5/9/17 16:00,77.52,287.82,5.933,236.1,5.933,236.1,0
5/9/17 16:30,77.52,282.36,6.226,230.939,6.226,230.939,0
5/9/17 17:00,77.28,253.26,6.76,225.72,6.76,225.72,0
5/9/17 17:30,65.439,194.1,2.016,172.68,2.016,172.68,0
5/9/17 18:00,51.36,127.92,1.217,130.62,1.217,130.62,0
5/9/17 18:30,35.44,104.22,1.132,128.52,1.132,128.52,0
5/9/17 19:00,34.8,73.38,0.866,135.54,0.866,135.54,0
5/9/17 19:30,34.8,62.58,0.866,134.28,0.866,134.28,0
5/9/17 20:00,35.2,63.059,0.871,136.08,0.871,136.08,0
5/9/17 20:30,34.48,57.36,0.881,133.68,0.881,133.68,0
5/9/17 21:00,34.159,55.56,0.865,128.159,0.865,128.159,0
5/9/17 21:30,26.4,55.559,0.87,119.879,0.87,119.879,0
5/9/17 22:00,26.158,55.62,0.976,115.2,0.976,115.2,0
5/9/17 22:30,25.358,56.639,1.434,106.379,1.434,106.379,0
5/9/17 23:00,25.68,53.159,0.867,103.919,0.867,103.919,0
5/9/17 23:30,25.84,53.998,0.876,91.799,0.876,91.799,0
6/9/17 0:00,25.36,53.16,1.728,75,1.728,75,0
6/9/17 0:30,24.48,50.939,0.984,75.599,0.984,75.599,0
6/9/17 1:00,12.24,63.06,0.874,75.72,0.874,75.72,0
6/9/17 1:30,4.08,72.72,0.87,70.5,0.87,70.5,0
6/9/17 2:00,4,62.579,0.988,70.5,0.988,70.5,0
6/9/17 2:30,3.92,61.02,0.87,74.999,0.87,74.999,0
6/9/17 3:00,3.439,59.34,0.872,79.8,0.872,79.8,0
6/9/17 3:30,4.64,64.379,0.876,79.919,0.876,79.919,0
6/9/17 4:00,4.24,79.68,0.875,74.88,0.875,74.88,0
6/9/17 4:30,4.24,76.26,0.872,71.88,0.872,71.88,0
6/9/17 5:00,4.4,78.24,0.865,71.46,0.865,71.46,0
6/9/17 5:30,4.479,80.7,0.87,71.4,0.87,71.4,0
6/9/17 6:00,4.48,102.479,5.308,78.54,5.308,78.54,0
6/9/17 6:30,34.48,108.78,6.148,78.9,6.148,78.9,0
6/9/17 7:00,42.24,113.16,5.721,82.26,5.721,82.26,0
6/9/17 7:30,44.56,164.1,6.567,86.459,6.567,86.459,0
6/9/17 8:00,58.8,225.479,6.459,120.96,6.459,120.96,0
6/9/17 8:30,64.88,284.039,6.771,162.96,6.771,162.96,0
6/9/17 9:00,74.32,335.58,6.127,214.14,6.127,214.14,0
6/9/17 9:30,74.399,343.199,6.905,219,6.905,219,0
6/9/17 10:00,74.16,306.42,6.129,223.38,6.129,223.38,0
6/9/17 10:30,74.639,322.799,6.932,234.299,6.932,234.299,0
6/9/17 11:00,73.04,317.999,6.178,237.72,6.178,237.72,0
6/9/17 11:30,74.479,333.18,6.914,242.28,6.914,242.28,0
6/9/17 12:00,74.4,322.5,6.189,250.74,6.189,250.74,0
6/9/17 12:30,61.838,320.34,6.071,246.48,6.071,246.48,0
6/9/17 13:00,65.518,318.359,6.76,243.78,6.76,243.78,0
6/9/17 13:30,65.598,308.1,6.734,243.539,6.734,243.539,0
6/9/17 14:00,58.718,301.98,6.006,240.42,6.006,240.42,0
6/9/17 14:30,62.48,303.3,6.865,240.42,6.865,240.42,0
6/9/17 15:00,70.319,290.04,5.931,236.1,5.931,236.1,0
6/9/17 15:30,58.719,293.22,6.812,239.82,6.812,239.82,0
6/9/17 16:00,71.038,279.72,5.907,238.74,5.907,238.74,0
6/9/17 16:30,58.88,272.88,5.913,235.559,5.913,235.559,0
6/9/17 17:00,58,258.12,5.736,225.96,5.736,225.96,0
6/9/17 17:30,59.758,194.28,1.85,176.4,1.85,176.4,0
6/9/17 18:00,47.759,125.519,1.183,136.8,1.183,136.8,0
6/9/17 18:30,36.16,106.319,1.138,134.1,1.138,134.1,0
6/9/17 19:00,35.6,65.52,1.339,142.32,1.339,142.32,0
6/9/17 19:30,35.44,62.82,2.088,145.92,2.088,145.92,0
6/9/17 20:00,35.36,59.099,1.191,137.94,1.191,137.94,0
6/9/17 20:30,35.359,57.539,1.201,130.019,1.201,130.019,0
6/9/17 21:00,35.2,56.34,1.208,131.76,1.208,131.76,0
6/9/17 21:30,26.639,53.1,1.204,129.42,1.204,129.42,0
6/9/17 22:00,26.56,53.28,1.196,122.64,1.196,122.64,0
6/9/17 22:30,25.677,55.26,1.203,114.659,1.203,114.659,0
6/9/17 23:00,25.839,56.58,1.204,109.02,1.204,109.02,0
6/9/17 23:30,25.359,54.299,1.851,95.94,1.851,95.94,0
7/9/17 0:00,25.278,52.86,2.024,87.78,2.024,87.78,0
7/9/17 0:30,25.197,63.72,1.194,87.12,1.194,87.12,0
7/9/17 1:00,12,71.22,1.202,87.36,1.202,87.36,0
7/9/17 1:30,4.64,59.22,1.203,81.3,1.203,81.3,0
7/9/17 2:00,3.68,59.1,1.195,83.579,1.195,83.579,0
7/9/17 2:30,3.919,60.06,1.311,86.999,1.311,86.999,0
7/9/17 3:00,4.08,63.6,1.196,91.92,1.196,91.92,0
7/9/17 3:30,4.239,60.839,1.197,93.36,1.197,93.36,0
7/9/17 4:00,4.159,74.04,1.194,90.48,1.194,90.48,0
7/9/17 4:30,4.24,78.3,1.187,88.44,1.187,88.44,0
7/9/17 5:00,4.4,82.079,1.185,84.839,1.185,84.839,0
7/9/17 5:30,4.8,79.32,1.178,85.56,1.178,85.56,0
7/9/17 6:00,4.72,97.26,5.764,91.44,5.764,91.44,0
7/9/17 6:30,36.24,103.139,5.876,90,5.876,90,0
7/9/17 7:00,48.08,113.04,6.527,93,6.527,93,0
7/9/17 7:30,49.119,144.24,6.532,101.46,6.532,101.46,0
7/9/17 8:00,65.28,238.62,6.48,141.6,6.48,141.6,0
7/9/17 8:30,65.44,292.56,6.196,175.259,6.196,175.259,0
7/9/17 9:00,69.2,336.359,5.909,207.48,5.909,207.48,0
7/9/17 9:30,78.4,346.379,6.865,205.44,6.865,205.44,0
7/9/17 10:00,68.318,319.56,5.831,226.38,5.831,226.38,0
7/9/17 10:30,79.359,331.2,5.892,246.96,5.892,246.96,0
7/9/17 11:00,73.119,330,6.836,242.28,6.836,242.28,0
7/9/17 11:30,63.679,317.64,6.074,245.58,6.074,245.58,0
7/9/17 12:00,63.357,321.42,8.111,253.199,8.111,253.199,0
7/9/17 12:30,107.04,329.459,7.163,253.5,7.163,253.5,0
7/9/17 13:00,202.4,324.479,5.89,252.72,5.89,252.72,0
7/9/17 13:30,104.88,315.9,7.315,246.72,7.315,246.72,0
7/9/17 14:00,119.44,306,5.981,251.28,5.981,251.28,0
7/9/17 14:30,129.76,310.38,6.077,250.68,6.077,250.68,0
7/9/17 15:00,113.36,314.04,7.079,247.32,7.079,247.32,0
7/9/17 15:30,113.84,311.34,6.122,244.259,6.122,244.259,0
7/9/17 16:00,81.6,297.9,6.532,247.38,6.532,247.38,0
7/9/17 16:30,64.4,285.839,6.344,240.48,6.344,240.48,0
7/9/17 17:00,62.639,293.88,5.853,237.54,5.853,237.54,0
7/9/17 17:30,75.439,279.78,1.489,239.099,1.489,239.099,0
7/9/17 18:00,64.48,272.219,1.908,231.899,1.908,231.899,0
7/9/17 18:30,71.519,289.08,0.856,236.1,0.856,236.1,0
7/9/17 19:00,69.359,257.04,1.018,250.08,1.018,250.08,0
7/9/17 19:30,64.238,254.099,1.389,244.92,1.389,244.92,0
7/9/17 20:00,77.118,240.66,0.862,227.939,0.862,227.939,0
7/9/17 20:30,50.239,212.4,0.864,228.838,0.864,228.838,0
7/9/17 21:00,52.72,130.92,0.864,170.64,0.864,170.64,0
7/9/17 21:30,27.68,100.08,0.901,135.18,0.901,135.18,0
7/9/17 22:00,26.479,72.84,0.849,129.66,0.849,129.66,0
7/9/17 22:30,25.999,66.539,0.852,125.04,0.852,125.04,0
7/9/17 23:00,25.438,56.64,0.849,115.44,0.849,115.44,0
7/9/17 23:30,25.679,57.9,0.858,95.04,0.858,95.04,0
8/9/17 0:00,25.439,55.5,0.848,80.158,0.848,80.158,0
8/9/17 0:30,24.64,56.52,0.851,76.679,0.851,76.679,0
8/9/17 1:00,11.759,79.14,0.852,75.599,0.852,75.599,0
8/9/17 1:30,4.32,69.24,1.732,73.259,1.732,73.259,0
8/9/17 2:00,4.08,63.24,0.855,73.98,0.855,73.98,0
8/9/17 2:30,4.48,62.4,0.859,76.679,0.859,76.679,0
8/9/17 3:00,4.32,66.72,1.226,75.84,1.226,75.84,0
8/9/17 3:30,4.719,66.6,1.269,77.22,1.269,77.22,0
8/9/17 4:00,4.32,79.92,0.849,78.72,0.849,78.72,0
8/9/17 4:30,4.4,77.4,0.844,76.08,0.844,76.08,0
8/9/17 5:00,4.32,79.439,0.843,75.96,0.843,75.96,0
8/9/17 5:30,3.837,83.879,0.838,80.399,0.838,80.399,0
8/9/17 6:00,4.078,106.14,5.242,83.46,5.242,83.46,0
8/9/17 6:30,34.64,113.4,5.464,82.2,5.464,82.2,0
8/9/17 7:00,41.84,120.6,5.488,84,5.488,84,0
8/9/17 7:30,45.2,138.48,5.696,87.78,5.696,87.78,0
8/9/17 8:00,54.48,214.5,5.887,123.48,5.887,123.48,0
8/9/17 8:30,65.44,261.66,5.914,161.04,5.914,161.04,0
8/9/17 9:00,77.839,338.639,7.479,197.46,7.479,197.46,0
8/9/17 9:30,65.84,336.78,5.945,216.719,5.945,216.719,0
8/9/17 10:00,72.958,324.479,5.828,228.119,5.828,228.119,0
8/9/17 10:30,74.399,326.94,6.932,242.22,6.932,242.22,0
8/9/17 11:00,67.519,334.44,5.887,243.24,5.887,243.24,0
8/9/17 11:30,73.28,332.16,5.828,248.04,5.828,248.04,0
8/9/17 12:00,116.4,329.28,5.994,256.8,5.994,256.8,0
8/9/17 12:30,154.159,328.68,6.712,257.94,6.712,257.94,0
8/9/17 13:00,88.799,317.458,5.854,254.16,5.854,254.16,0
8/9/17 13:30,80.4,317.759,7.439,258.599,7.439,258.599,0
8/9/17 14:00,83.28,326.28,5.839,244.14,5.839,244.14,0
8/9/17 14:30,89.12,321.48,6.068,247.56,6.068,247.56,0
8/9/17 15:00,85.759,311.219,5.953,242.52,5.953,242.52,0
8/9/17 15:30,68.72,320.7,6.95,245.04,6.95,245.04,0
8/9/17 16:00,68.319,309.78,6.46,242.64,6.46,242.64,0
8/9/17 16:30,82.64,304.8,6.513,243.6,6.513,243.6,0
8/9/17 17:00,74.319,302.639,6.597,246.838,6.597,246.838,0
8/9/17 17:30,71.517,282.36,1.846,246.298,1.846,246.298,0
8/9/17 18:00,78.159,289.86,0.918,242.76,0.918,242.76,0
8/9/17 18:30,65.439,286.86,0.865,246.84,0.865,246.84,0
8/9/17 19:00,78.479,278.76,0.861,250.02,0.861,250.02,0
8/9/17 19:30,78.719,269.16,0.852,247.2,0.852,247.2,0
8/9/17 20:00,78.399,238.68,0.871,241.799,0.871,241.799,0
8/9/17 20:30,54.799,225.419,0.851,237,0.851,237,0
8/9/17 21:00,42.16,139.68,0.85,187.259,0.85,187.259,0
8/9/17 21:30,27.28,107.46,0.838,144.66,0.838,144.66,0
8/9/17 22:00,26.72,73.14,0.843,139.439,0.843,139.439,0
8/9/17 22:30,26.72,62.7,0.853,133.32,0.853,133.32,0
8/9/17 23:00,25.6,61.62,0.842,128.76,0.842,128.76,0
8/9/17 23:30,25.359,57.66,1.763,109.92,1.763,109.92,0
9/9/17 0:00,24.88,57,1.653,102.839,1.653,102.839,0
9/9/17 0:30,17.92,63.42,0.847,88.86,0.847,88.86,0
9/9/17 1:00,25.04,75.959,0.852,83.76,0.852,83.76,0
9/9/17 1:30,25.12,65.639,0.851,72.66,0.851,72.66,0
9/9/17 2:00,24.64,62.4,0.845,72.42,0.845,72.42,0
9/9/17 2:30,24.799,61.86,0.846,74.04,0.846,74.04,0
9/9/17 3:00,12.08,68.459,0.847,71.04,0.847,71.04,0
9/9/17 3:30,4.319,67.92,0.855,73.5,0.855,73.5,0
9/9/17 4:00,4.32,82.92,0.852,74.879,0.852,74.879,0
9/9/17 4:30,3.679,77.52,0.848,72.36,0.848,72.36,0
9/9/17 5:00,4,76.68,0.849,76.26,0.849,76.26,0
9/9/17 5:30,4.16,79.439,0.847,78.54,0.847,78.54,0
9/9/17 6:00,5.44,92.34,0.839,76.8,0.839,76.8,0
9/9/17 6:30,34.32,115.139,1.782,78.719,1.782,78.719,0
9/9/17 7:00,42.24,120.84,0.836,81.48,0.836,81.48,0
9/9/17 7:30,44.48,149.399,0.834,84.779,0.834,84.779,0
9/9/17 8:00,54.96,224.88,0.832,104.639,0.832,104.639,0
9/9/17 8:30,66,275.7,2.36,149.64,2.36,149.64,0
9/9/17 9:00,78.718,340.26,1.17,194.58,1.17,194.58,0
9/9/17 9:30,78.799,344.64,1.182,219.78,1.182,219.78,0
9/9/17 10:00,78.319,326.999,1.206,227.099,1.206,227.099,0
9/9/17 10:30,63.837,331.14,1.18,236.4,1.18,236.4,0
9/9/17 11:00,74.958,340.08,1.202,256.559,1.202,256.559,0
9/9/17 11:30,65.999,337.86,1.31,254.52,1.31,254.52,0
9/9/17 12:00,64.08,320.099,1.171,254.219,1.171,254.219,0
9/9/17 12:30,96.16,321.42,1.216,257.939,1.216,257.939,0
9/9/17 13:00,166.319,319.62,1.184,253.74,1.184,253.74,0
9/9/17 13:30,94.88,317.039,1.496,258.24,1.496,258.24,0
9/9/17 14:00,113.039,311.16,2.765,252.959,2.765,252.959,0
9/9/17 14:30,114.798,305.58,1.183,256.86,1.183,256.86,0
9/9/17 15:00,106.318,305.64,1.179,255.179,1.179,255.179,0
9/9/17 15:30,102.238,297.96,1.176,254.16,1.176,254.16,0
9/9/17 16:00,106.238,280.62,1.17,243.359,1.17,243.359,0
9/9/17 16:30,103.039,274.2,1.286,239.04,1.286,239.04,0
9/9/17 17:00,93.6,212.64,1.168,211.86,1.168,211.86,0
9/9/17 17:30,56.72,169.379,1.178,164.94,1.178,164.94,0
9/9/17 18:00,25.919,118.739,2.03,151.38,2.03,151.38,0
9/9/17 18:30,27.68,79.02,1.253,149.1,1.253,149.1,0
9/9/17 19:00,28.96,70.98,1.198,155.34,1.198,155.34,0
9/9/17 19:30,28.879,62.88,1.204,156.06,1.204,156.06,0
9/9/17 20:00,27.2,61.56,1.203,152.099,1.203,152.099,0
9/9/17 20:30,30.32,58.679,1.208,151.2,1.208,151.2,0
9/9/17 21:00,27.28,55.799,2.127,148.68,2.127,148.68,0
9/9/17 21:30,20.32,54.719,1.197,144.9,1.197,144.9,0
9/9/17 22:00,21.679,55.08,1.19,138.78,1.19,138.78,0
9/9/17 22:30,21.519,55.92,1.196,135.72,1.196,135.72,0
9/9/17 23:00,21.119,53.82,1.195,133.56,1.195,133.56,0
9/9/17 23:30,18.96,54.3,1.204,110.819,1.204,110.819,0
10/9/17 0:00,25.279,53.04,1.19,96.539,1.19,96.539,0
10/9/17 0:30,17.84,73.8,1.195,90.9,1.195,90.9,0
10/9/17 1:00,25.36,70.8,1.498,80.16,1.498,80.16,0
10/9/17 1:30,24.64,61.5,1.573,77.1,1.573,77.1,0
10/9/17 2:00,24.24,60.72,1.319,75.779,1.319,75.779,0
10/9/17 2:30,24.799,64.68,1.199,77.34,1.199,77.34,0
10/9/17 3:00,11.84,64.38,1.198,72.54,1.198,72.54,0
10/9/17 3:30,4.079,69.12,1.2,72.42,1.2,72.42,0
10/9/17 4:00,3.68,80.58,1.335,75.36,1.335,75.36,0
10/9/17 4:30,4.64,76.5,2.021,79.619,2.021,79.619,0
10/9/17 5:00,4.32,82.86,1.192,80.459,1.192,80.459,0
10/9/17 5:30,4.32,79.619,1.193,79.559,1.193,79.559,0
10/9/17 6:00,4.32,83.88,1.192,82.14,1.192,82.14,0
10/9/17 6:30,26.96,87.3,1.19,77.099,1.19,77.099,0
10/9/17 7:00,41.92,109.979,1.183,82.798,1.183,82.798,0
10/9/17 7:30,40.72,118.98,1.178,84.24,1.178,84.24,0
10/9/17 8:00,41.52,171.659,1.117,84,1.117,84,0
10/9/17 8:30,44.32,207.779,1.078,94.079,1.078,94.079,0
10/9/17 9:00,60.319,251.099,1.075,122.459,1.075,122.459,0
10/9/17 9:30,78.96,280.74,1.113,163.2,1.113,163.2,0
10/9/17 10:00,78.638,320.4,1.233,209.7,1.233,209.7,0
10/9/17 10:30,65.2,320.28,1.174,223.5,1.174,223.5,0
10/9/17 11:00,73.038,318.118,1.762,234.9,1.762,234.9,0
