,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_A01,cust_bill_A02,cust_bill_A03,cust_bill_A04,cust_bill_A05,cust_bill_A06,cust_bill_cp,cust_solar_bill_A01,cust_solar_bill_A02,cust_solar_bill_A03,cust_solar_bill_A04,cust_solar_bill_A05,cust_solar_bill_A06,cust_solar_bill_cp,cust_total$_A01,cust_total$_A02,cust_total$_A03,cust_total$_A04,cust_total$_A05,cust_total$_A06,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
load_A.csv,99.99619482496195,104.0,0.27777777777777773,0.0,0.0,431655.5989541949,798716.5328976901,21606.429232905,788168.0291972576,21606.429232905,788168.0291972576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431655.5989541949,798716.5328976901,21606.429232905,788168.0291972576,21606.429232905,788168.0291972576,0.0,8941.059609807598,478254.57378698996,1915701.960484482,-22338477.560718946,2849921.0487122103,1924643.0200942897,925278.0286179202,0.0,10378830.836000001,0.0,764806.4326196499,1915701.960484482,100.0,100.0,0.0,0.0,0.0,1924643.0200942897,0.0,10378882.835999979
