timestamp,network_load,pv_generation,grid_import,grid_export,sum_of_customer_imports,sum_of_customer_exports
2017-07-30 09:30:00,36.758349166666676,17.65177568,19.106573486666687,0.0,36.75924333333335,0.0008941666666666668
2017-07-30 10:00:00,32.279828055555555,18.59188463,13.68794342555552,0.0,32.27982805555552,0.0
2017-07-30 10:30:00,37.999132499999995,17.671064304999998,20.32806819499996,0.0,37.99913249999996,0.0
2017-07-30 11:00:00,34.675592222222214,21.520017239999998,13.155574982222195,0.0,34.67559222222219,0.0
2017-07-30 11:30:00,34.68137416666667,32.90309057,1.7782835966666681,0.0,34.68137416666667,0.0
2017-07-30 12:00:00,34.54531166666667,37.2079831,0.0,2.6626714333333226,34.54539027777779,7.861111111111111e-05
2017-07-30 12:30:00,30.900339999999996,31.109067195000005,0.0,0.2087271949999412,30.900340000000064,0.0
2017-07-30 13:00:00,34.50599444444445,27.602177235,6.903817209444508,0.0,34.50675500000006,0.0007605555555555558
2017-07-30 13:30:00,28.15552055555556,27.071936595,1.0835839605555293,0.0,28.15566777777775,0.00014722222222222225
2017-07-30 14:00:00,29.587783055555555,24.023234889999998,5.564548165555607,0.0,29.58854388888894,0.0007608333333333332
2017-07-30 14:30:00,26.63399888888889,17.093614275,9.540384613888854,0.0,26.63460666666663,0.0006077777777777777
2017-07-30 15:00:00,26.084924722222222,12.674907475000001,13.410017247222209,0.0,26.08581222222221,0.0008875
2017-07-30 15:30:00,29.9666425,11.435318135000001,18.531324364999982,0.0,29.96707666666665,0.0004341666666666667
2017-07-30 16:00:00,28.36213111111112,8.778280715000001,19.58385039611108,0.0,28.362344444444414,0.00021333333333333333
2017-07-30 16:30:00,28.98164138888888,5.0006940250000005,23.98094736388884,0.0,28.981641388888843,0.0
2017-07-30 17:00:00,34.14982416666667,1.70931945,32.44050471666665,0.0,34.149824166666654,0.0
2017-07-30 17:30:00,45.06574555555556,0.0,45.06574555555556,0.0,45.06574555555556,0.0
2017-07-30 18:00:00,40.65860805555557,0.0,40.6586080555556,0.0,40.6586080555556,0.0
2017-07-30 18:30:00,40.84014777777778,0.0,40.84014777777784,0.0,40.840367777777836,0.00022
2017-07-30 19:00:00,35.4538013888889,0.0,35.45380138888884,0.0,35.45412805555551,0.0003266666666666667
2017-07-30 19:30:00,35.77653527777777,0.0,35.776535277777775,0.0,35.776535277777775,0.0
2017-07-30 20:00:00,38.94076138888889,0.0,38.94076138888889,0.0,38.94076138888889,0.0
2017-07-30 20:30:00,40.591021388888876,0.0,40.59102138888888,0.0,40.59102138888888,0.0
2017-07-30 21:00:00,40.16130472222223,0.0,40.16130472222223,0.0,40.16130472222223,0.0
2017-07-30 21:30:00,37.877350833333345,0.0,37.87735083333334,0.0,37.877500000000005,0.00014916666666666667
2017-07-30 22:00:00,34.45301805555556,0.0,34.45301805555549,0.0,34.45319527777771,0.00017722222222222222
2017-07-30 22:30:00,32.33788916666666,0.0,32.33788916666666,0.0,32.337979999999995,9.083333333333334e-05
2017-07-30 23:00:00,26.13088305555555,0.0,26.13088305555553,0.0,26.131155833333306,0.00027277777777777776
2017-07-30 23:30:00,21.24661916666666,0.0,21.24661916666663,0.0,21.246742222222185,0.00012305555555555556
2017-07-31 00:00:00,20.950649722222224,0.0,20.95064972222223,0.0,20.95064972222223,0.0
2017-07-31 00:30:00,18.20294972222222,0.0,18.20294972222219,0.0,18.20298138888886,3.166666666666666e-05
2017-07-31 01:00:00,18.288407499999995,0.0,18.2884075,0.0,18.288420833333333,1.3333333333333333e-05
2017-07-31 01:30:00,13.43401638888889,0.0,13.434016388888907,0.0,13.434028055555574,1.1666666666666666e-05
2017-07-31 02:00:00,11.598515555555554,0.0,11.598515555555554,0.0,11.598542777777777,2.7222222222222226e-05
2017-07-31 02:30:00,12.792170277777778,0.0,12.792170277777796,0.0,12.792177777777797,7.4999999999999985e-06
2017-07-31 03:00:00,13.877233333333335,0.0,13.877233333333342,0.0,13.877276944444453,4.361111111111111e-05
2017-07-31 03:30:00,14.948528888888884,0.0,14.948528888888916,0.0,14.948625555555582,9.666666666666668e-05
2017-07-31 04:00:00,11.69027611111111,0.0,11.690276111111116,0.0,11.690276111111116,0.0
2017-07-31 04:30:00,11.963691666666668,0.0,11.963691666666666,0.0,11.963691666666666,0.0
2017-07-31 05:00:00,11.685241111111111,0.0,11.685241111111102,0.0,11.685401111111101,0.00016
2017-07-31 05:30:00,18.886453611111108,0.0,18.886453611111115,0.0,18.886850277777782,0.0003966666666666665
2017-07-31 06:00:00,21.664767499999996,0.0,21.664767499999964,0.0,21.664767499999964,0.0
2017-07-31 06:30:00,29.866262777777777,0.0,29.86626277777775,0.0,29.86626277777775,0.0
2017-07-31 07:00:00,33.72306027777778,0.13060295,33.59245732777785,0.0,33.72306027777785,0.0
2017-07-31 07:30:00,36.4465688888889,1.592087675,34.85448121388889,0.0,36.44656888888889,0.0
2017-07-31 08:00:00,32.83013499999999,2.7825253500000002,30.047609650000066,0.0,32.830146111111176,1.1111111111111113e-05
2017-07-31 08:30:00,31.102367777777776,3.41075148,27.691616297777763,0.0,31.10263305555554,0.00026527777777777785
2017-07-31 09:00:00,25.76151194444444,4.90166642,20.859845524444438,0.0,25.76152416666666,1.2222222222222222e-05
2017-07-31 09:30:00,23.25560388888889,7.90651563,15.349088258888889,0.0,23.255679166666667,7.527777777777777e-05
2017-07-31 10:00:00,28.49620638888888,9.88548926,18.610717128888854,0.0,28.496206388888854,0.0
2017-07-31 10:30:00,26.927798333333342,10.182330215,16.74546811833336,0.0,26.92779833333336,0.0
2017-07-31 11:00:00,24.853858611111107,10.15736745,14.696491161111107,0.0,24.853858611111107,0.0
2017-07-31 11:30:00,20.525605000000002,9.89136727,10.634237729999995,0.0,20.525604999999995,0.0
2017-07-31 12:00:00,23.53423,8.957577275,14.576652724999969,0.0,23.53422999999997,0.0
2017-07-31 12:30:00,16.91590083333334,7.0449613,9.870939533333353,0.0,16.915900833333353,0.0
2017-07-31 13:00:00,20.864175000000003,5.59279152,15.271383479999992,0.0,20.864321111111103,0.00014611111111111107
2017-07-31 13:30:00,19.81599222222222,4.9838260299999995,14.832166192222253,0.0,19.81607500000003,8.277777777777778e-05
2017-07-31 14:00:00,20.065128888888882,4.425597925,15.639530963888875,0.0,20.065595277777764,0.00046638888888888885
2017-07-31 14:30:00,22.317853333333336,3.97940378,18.338449553333366,0.0,22.317905555555587,5.222222222222222e-05
2017-07-31 15:00:00,19.723890277777773,3.5406916349999995,16.183198642777736,0.0,19.723890277777734,0.0
2017-07-31 15:30:00,21.085215555555553,3.154722805,17.93049275055554,0.0,21.08521555555554,0.0
2017-07-31 16:00:00,25.505355277777777,2.4517990549999995,23.053556222777804,0.0,25.505355277777802,0.0
2017-07-31 16:30:00,27.235012222222224,1.22978618,26.005226042222258,0.0,27.235305277777815,0.0002930555555555556
2017-07-31 17:00:00,38.583765277777786,0.319885515,38.26387976277776,0.0,38.584076111111095,0.0003108333333333333
2017-07-31 17:30:00,37.63161722222223,0.0,37.63161722222226,0.0,37.6320191666667,0.00040194444444444446
2017-07-31 18:00:00,41.41624416666667,0.0,41.416244166666615,0.0,41.41661499999995,0.0003708333333333333
2017-07-31 18:30:00,45.13423805555555,0.0,45.13423805555561,0.0,45.13423805555561,0.0
2017-07-31 19:00:00,45.587311944444444,0.0,45.58731194444445,0.0,45.58731194444445,0.0
2017-07-31 19:30:00,45.61024333333333,0.0,45.61024333333338,0.0,45.61024333333338,0.0
2017-07-31 20:00:00,48.66006166666666,0.0,48.66006166666657,0.0,48.66006166666657,0.0
2017-07-31 20:30:00,41.436988888888884,0.0,41.43698888888885,0.0,41.43698888888885,0.0
2017-07-31 21:00:00,37.45817222222223,0.0,37.45817222222228,0.0,37.45817222222228,0.0
2017-07-31 21:30:00,37.979144999999995,0.0,37.979144999999995,0.0,37.979144999999995,0.0
2017-07-31 22:00:00,33.876114722222226,0.0,33.876114722222184,0.0,33.87632499999996,0.00021027777777777784
2017-07-31 22:30:00,35.52041833333333,0.0,35.5204183333334,0.0,35.52056138888896,0.00014305555555555556
2017-07-31 23:00:00,32.44880694444445,0.0,32.44880694444448,0.0,32.44919333333337,0.00038638888888888886
2017-07-31 23:30:00,23.061868888888885,0.0,23.061868888888846,0.0,23.06187722222218,8.333333333333334e-06
2017-08-01 00:00:00,18.877928611111113,0.0,18.877928611111077,0.0,18.878041111111077,0.0001125
2017-08-01 00:30:00,19.68263500000001,0.0,19.682635000000005,0.0,19.68265666666667,2.1666666666666667e-05
2017-08-01 01:00:00,21.470641666666662,0.0,21.470641666666694,0.0,21.47068611111114,4.444444444444445e-05
2017-08-01 01:30:00,15.32585416666667,0.0,15.325854166666677,0.0,15.325854166666677,0.0
2017-08-01 02:00:00,14.035266111111113,0.0,14.035266111111087,0.0,14.035266111111087,0.0
2017-08-01 02:30:00,15.35219861111111,0.0,15.352198611111133,0.0,15.352198611111133,0.0
2017-08-01 03:00:00,13.189135555555556,0.0,13.189135555555563,0.0,13.189171388888896,3.583333333333333e-05
2017-08-01 03:30:00,14.433441944444445,0.0,14.43344194444445,0.0,14.43344194444445,0.0
2017-08-01 04:00:00,14.715900555555555,0.0,14.715900555555573,0.0,14.715900555555573,0.0
2017-08-01 04:30:00,14.0899175,0.0,14.089917500000034,0.0,14.089917500000034,0.0
2017-08-01 05:00:00,15.356301111111112,0.0,15.356301111111142,0.0,15.356539444444476,0.0002383333333333333
2017-08-01 05:30:00,19.951281388888887,0.0,19.95128138888889,0.0,19.95212777777778,0.0008463888888888888
2017-08-01 06:00:00,24.02719277777778,0.0,24.027192777777792,0.0,24.027192777777792,0.0
2017-08-01 06:30:00,31.365231111111115,0.0,31.365231111111086,0.0,31.365231111111086,0.0
2017-08-01 07:00:00,41.93226916666668,0.79580785,41.13646131666672,0.0,41.93226916666672,0.0
2017-08-01 07:30:00,36.37963305555556,6.038320985,30.34131207055553,0.0,36.37963305555553,0.0
2017-08-01 08:00:00,25.366246944444438,11.216157740000002,14.15008920444441,0.0,25.366535555555522,0.0002886111111111111
2017-08-01 08:30:00,19.935356666666667,16.73203314,3.203323526666672,0.0,19.935500833333336,0.00014416666666666666
2017-08-01 09:00:00,22.70845277777778,22.63565942,0.07279335777781526,0.0,22.70860722222226,0.00015444444444444444
2017-08-01 09:30:00,19.86161777777778,28.12260558,0.0,8.260987802222207,19.861890277777793,0.0002725
2017-08-01 10:00:00,21.949856388888893,33.223190395,0.0,11.273334006111075,21.950075000000037,0.00021861111111111107
2017-08-01 10:30:00,22.15238777777778,36.9189372,0.0,14.766549422222202,22.152514166666688,0.00012638888888888888
2017-08-01 11:00:00,24.944333333333333,39.219931325,0.0,14.2755979916666,24.944493611111177,0.00016027777777777777
2017-08-01 11:30:00,24.31251388888889,40.502806934999995,0.0,16.19029304611106,24.312516111111158,2.2222222222222212e-06
2017-08-01 12:00:00,23.128333055555558,40.9456539,0.0,17.817320844444474,23.12833305555553,0.0
2017-08-01 12:30:00,23.424540277777776,40.415430224999994,0.0,16.9908899472222,23.42537916666668,0.0008388888888888889
2017-08-01 13:00:00,23.157284166666667,36.0909582,0.0,12.933674033333308,23.1577866666667,0.0005025
2017-08-01 13:30:00,20.82229527777778,26.706813254999997,0.0,5.884517977222199,20.822470277777796,0.000175
2017-08-01 14:00:00,25.044282777777777,22.848935135,2.1953476427778362,0.0,25.044365555555615,8.277777777777778e-05
2017-08-01 14:30:00,17.517743055555556,24.439291945,0.0,6.92154888944448,17.517796111111075,5.305555555555556e-05
