scenario,scenario_label,arrangement,number_of_households,load_folder,en_opex,en_capex_repayment,pv_capex_repayment,average_hh_bill$,average_hh_solar_bill$,average_hh_total$,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
0.0,demo_w2_000,en_pv,72.0,W,18000.0,2647.9291921353265,8201.702757458123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,17562.010530678584,65753.25054511576,-1098013.6813547178,0.0,94602.8824947092,-94602.8824947092,7070.722819213888,313112.2128092128,25.085826471679944,35002.006881738555,65753.25054511576,93.10047672741317,93.1004767274131,23.355024036145636,23.355024036145394,0.0,94602.8824947092,0.0,408522.8142766657
1.0,demo_w2_001,en_pv,72.0,W,18000.0,2647.9291921353265,8201.702757458123,1362.3569006236405,0.0,1362.3569006236405,0.0,0.0,0.0,0.0,21.55713016986636,19915.40814498457,0.0,19915.40814498457,0.0,17562.010530678584,65157.69329419689,-1091101.3125949658,118005.10498988666,94007.32524379034,23997.77974609632,10352.839750191664,308309.8862480873,27.064771884169897,34907.3185941734,65157.69329419689,90.63648726167567,90.63648726167533,24.530558521197225,24.530558521196994,0.0,94007.32524379034,0.0,408522.8142766657
2.0,demo_w2_002,en_pv,72.0,W,18000.0,2647.9291921353265,8201.702757458123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,17562.010530678584,65157.69329419689,-1091101.3125949658,0.0,94007.32524379034,-94007.32524379034,10352.839750191664,308309.8862480873,27.064771884169897,34907.3185941734,65157.69329419689,90.63648726167567,90.63648726167533,24.530558521197225,24.530558521196994,0.0,94007.32524379034,0.0,408522.8142766657
3.0,demo_w2_003,en_pv,72.0,W,18000.0,2647.9291921353265,8201.702757458123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.55713016986636,0.0,0.0,0.0,0.0,17562.010530678584,65157.69329419689,-1091101.3125949658,0.0,94007.32524379034,-94007.32524379034,10352.839750191664,308309.8862480873,27.064771884169897,34907.3185941734,65157.69329419689,90.63648726167567,90.63648726167533,24.530558521197225,24.530558521196994,0.0,94007.32524379034,0.0,408522.8142766657
4.0,demo_w2_004,btm_i_u,72.0,W,0.0,0.0,8201.702757458123,1115.3028679686192,0.0,2538.6545941723393,0.0,0.0,0.0,-94279.62152920976,21.55713016986636,19915.40814498457,0.0,19915.40814498457,0.0,0.0,0.0,-2352632.002974547,0.0,0.0,0.0,31063.983324433044,337105.4733144323,25.085826471679955,35002.006881738555,100217.21463872507,69.68815192362393,69.6881519236239,17.481848862880998,17.481848862880668,0.0,202698.53892539296,0.0,408522.8142766657
