,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_K01,cust_bill_K02,cust_bill_K03,cust_bill_K04,cust_bill_K05,cust_bill_K06,cust_bill_K07,cust_bill_K08,cust_bill_K09,cust_bill_K10,cust_bill_K11,cust_bill_K12,cust_bill_K13,cust_bill_K14_A,cust_bill_K15_A,cust_bill_K16_A,cust_bill_K17_A,cust_bill_K18_A,cust_bill_cp,cust_solar_bill_K01,cust_solar_bill_K02,cust_solar_bill_K03,cust_solar_bill_K04,cust_solar_bill_K05,cust_solar_bill_K06,cust_solar_bill_K07,cust_solar_bill_K08,cust_solar_bill_K09,cust_solar_bill_K10,cust_solar_bill_K11,cust_solar_bill_K12,cust_solar_bill_K13,cust_solar_bill_K14_A,cust_solar_bill_K15_A,cust_solar_bill_K16_A,cust_solar_bill_K17_A,cust_solar_bill_K18_A,cust_solar_bill_cp,cust_total$_K01,cust_total$_K02,cust_total$_K03,cust_total$_K04,cust_total$_K05,cust_total$_K06,cust_total$_K07,cust_total$_K08,cust_total$_K09,cust_total$_K10,cust_total$_K11,cust_total$_K12,cust_total$_K13,cust_total$_K14_A,cust_total$_K15_A,cust_total$_K16_A,cust_total$_K17_A,cust_total$_K18_A,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
K_building_profile_kWh.csv,0.0,0.0,0.0,0.0,8.735553971642638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5811.577859315259,19596.33584322789,-336751.67990490346,0.0,29013.91862862207,-29013.91862862207,0.0,84864.88001166667,0.0,10760.162004947886,19596.33584322789,100.0,100.0,0.0,0.0,0.0,29013.91862862207,0.0,84864.88001166648
