,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
load_future.csv,0.0,0.0,0.0,0.0,100.0,916.3847950863186,0.0,2102.2787975640686,0.0,0.0,0.0,-24400.217211947962,0.0,0.0,0.0,6999.1900605115225,4595.470865563236,142.4077276285156,4965.164578769979,916.3847950863186,13.28873928333013,13.288739283330457,18.92419164386833,18.92419164386834,0.0,2102.2787975640686,0.0,5668.116
