,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_K01,cust_bill_K02,cust_bill_K03,cust_bill_K04,cust_bill_K05,cust_bill_K06,cust_bill_K07,cust_bill_K08,cust_bill_K09,cust_bill_K10,cust_bill_K11,cust_bill_K12,cust_bill_K13,cust_bill_K14_A,cust_bill_K15_A,cust_bill_K16_A,cust_bill_K17_A,cust_bill_K18_A,cust_bill_cp,cust_solar_bill_K01,cust_solar_bill_K02,cust_solar_bill_K03,cust_solar_bill_K04,cust_solar_bill_K05,cust_solar_bill_K06,cust_solar_bill_K07,cust_solar_bill_K08,cust_solar_bill_K09,cust_solar_bill_K10,cust_solar_bill_K11,cust_solar_bill_K12,cust_solar_bill_K13,cust_solar_bill_K14_A,cust_solar_bill_K15_A,cust_solar_bill_K16_A,cust_solar_bill_K17_A,cust_solar_bill_K18_A,cust_solar_bill_cp,cust_total$_K01,cust_total$_K02,cust_total$_K03,cust_total$_K04,cust_total$_K05,cust_total$_K06,cust_total$_K07,cust_total$_K08,cust_total$_K09,cust_total$_K10,cust_total$_K11,cust_total$_K12,cust_total$_K13,cust_total$_K14_A,cust_total$_K15_A,cust_total$_K16_A,cust_total$_K17_A,cust_total$_K18_A,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
K_building_profile_kWh.csv,0.0,0.0,0.0,0.0,8.735553971642638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5811.577859315259,18185.234544261555,-358021.9938019823,0.0,30846.530590021506,-30846.530590021506,11525.197396675238,61400.62645187614,41.22960045622611,10056.997607344754,18185.234544261555,67.06093670628036,67.06093670628042,27.648956266202063,27.64895626620185,0.0,30846.530590021506,0.0,84864.88001166648
