,central_battery_SOH,central_battery_capacity_kWh,central_battery_cycles,checksum_total_payments$,cp_ratio,cust_bill_cp,cust_solar_bill_cp,cust_total$_cp,eno$_bat_capex_repay,eno$_demand_charge,eno$_energy_bill,eno$_npv_building,eno$_receipts_from_residents,eno$_total_payment,eno_net$,export_kWh,import_kWh,pv_ratio,retailer_bill$,retailer_receipt$,self-consumption,self-consumption_OLD,self-sufficiency,self-sufficiency_OLD,solar_retailer_profit,total$_building_costs,total_battery_losses,total_building_load
load_future.csv,99.31049096805478,13.2,50.334159332000745,0.0,100.0,543.950413227354,0.0,2991.8192564384326,0.0,0.0,0.0,-22319.924196873777,0.0,0.0,0.0,6638.532618929722,4258.775423981436,141.8082323353319,4924.590390697147,543.950413227354,17.756836474010075,17.756836474010413,25.180655922469164,25.180655922469157,0.0,2991.8192564384326,74.23267350006545,5692.078
